Cantidad;PrecioUnitario;Total;NumeroBultos;Trimestre;Mes;Anio;Establecimiento;FormaPago;Discapacidad;EstadoContribuyente;Género;EstadoCivil;Ciudad;Instruccion;TipoPersona;Producto (Etiqueta)
13;17;221;0;3;9;2019;1;2;2;1;1;3;39;1;2;MAIZ SELECTO
15;14,7;220,5;0;3;9;2019;1;2;2;1;1;3;39;1;2;HARINA NORMAL
15;16;240;0;3;9;2019;1;2;2;1;1;3;39;1;2;HARINA NORMAL
80;15,2;1216;0;3;9;2019;1;2;2;1;1;3;134;1;2;MAIZ AMARILLO NACIONAL
20;17;340;0;3;9;2019;1;2;2;1;1;3;134;1;2;MAIZ SELECTO
350;15,5;5425;3;3;9;2019;1;2;2;1;2;3;74;1;2;MAIZ AMARILLO NACIONAL
2;17;34;0;3;9;2019;1;2;2;1;2;1;39;2;2;MAIZ SELECTO
2;17,99;44,08;0;3;9;2019;1;2;2;1;2;1;39;2;2;MAIZ SELECTO
5;15;75;0;3;9;2019;1;2;2;1;2;1;39;2;2;HARINA NORMAL
52;17;884;0;3;9;2019;1;2;2;1;2;3;8;1;2;MAIZ SELECTO
20;17;340;0;3;9;2019;1;2;2;1;1;3;3;3;2;MAIZ SELECTO
10;15;150;0;3;9;2019;1;2;2;1;1;3;3;3;2;HARINA NORMAL
30;15,5;465;0;3;9;2019;1;2;2;1;2;1;144;1;2;MAIZ AMARILLO NACIONAL
30;18;540;0;3;9;2019;1;2;2;1;2;1;144;1;2;MAIZ SELECTO
5;18;90;0;3;9;2019;1;2;2;1;2;1;144;1;2;MAIZ MOLIDO FINO
3;16;48;0;3;9;2019;1;2;2;1;2;1;144;1;2;HARINA NORMAL
30;17;510;0;3;9;2019;1;2;2;1;1;1;3;2;2;MAIZ SELECTO
25;15,5;387,5;0;3;9;2019;1;2;2;1;1;1;111;1;2;MAIZ AMARILLO NACIONAL
2;18;36;0;3;9;2019;1;2;2;1;1;1;111;1;2;MAIZ SELECTO
2;16;32;0;3;9;2019;1;2;2;1;1;1;144;2;2;HARINA NORMAL
19;15,25;289,75;0;3;9;2019;1;2;2;1;1;1;39;3;2;MAIZ AMARILLO NACIONAL
15;16;240;0;3;9;2019;2;2;2;1;2;3;78;2;2;HARINA NORMAL
10;15,5;155;0;3;9;2019;1;2;2;1;1;1;105;3;2;MAIZ AMARILLO NACIONAL
5;17;78,03;0;3;9;2019;1;2;2;1;1;1;105;3;2;MAIZ SELECTO
25;15,25;381,25;0;3;9;2019;1;2;2;1;2;3;84;2;2;MAIZ AMARILLO NACIONAL
15;18;270;0;3;9;2019;2;1;2;1;1;3;50;1;2;MAIZ SELECTO
100;17;1700;0;3;9;2019;1;2;2;1;1;3;125;1;2;MAIZ SELECTO
27;15;405;0;3;9;2019;1;2;2;1;1;3;82;1;2;MAIZ AMARILLO NACIONAL
3;18;54;0;3;9;2019;1;2;2;1;1;3;82;1;2;MAIZ SELECTO
15;18;270;0;3;9;2019;1;2;2;1;2;3;118;2;2;MAIZ SELECTO
1;18;18;0;3;9;2019;1;2;2;1;2;3;118;2;2;MAIZ MOLIDO FINO
3;15;45;0;3;9;2019;1;2;2;1;2;3;118;2;2;HARINA NORMAL
25;17;425;0;3;9;2019;1;2;2;1;1;3;98;1;2;MAIZ SELECTO
130;18;2340;0;3;9;2019;2;1;2;1;1;3;54;1;1;MAIZ SELECTO
40;19;760;0;3;9;2019;2;1;2;1;1;3;54;1;1;MAIZ SELECTO FINO
100;16,5;1650;0;3;9;2019;2;1;2;1;1;3;54;1;1;MAIZ MOLIDO GRUESO
50;16;800;0;3;9;2019;2;1;2;1;1;3;54;1;1;HARINA NORMAL
50;16;800;0;3;9;2019;2;2;2;1;1;3;5;1;2;MAIZ AMARILLO NACIONAL
30;18;540;0;3;9;2019;2;2;2;1;1;3;5;1;2;MAIZ SELECTO
7;15,5;108,5;0;3;9;2019;1;2;2;3;1;3;8;3;2;MAIZ AMARILLO NACIONAL
7;17;119;0;3;9;2019;1;2;2;3;1;3;8;3;2;MAIZ SELECTO
3;15,5;46,5;0;3;9;2019;1;2;2;1;1;3;77;1;2;MAIZ AMARILLO NACIONAL
3;17;51;0;3;9;2019;1;2;2;1;1;3;77;1;2;MAIZ SELECTO
15;18;270;0;3;9;2019;2;1;2;1;1;3;50;1;2;MAIZ SELECTO
10;15,5;155;0;3;9;2019;1;2;2;1;2;1;39;2;2;MAIZ AMARILLO NACIONAL
4;17;68;0;3;9;2019;1;2;2;1;2;1;39;2;2;MAIZ SELECTO
7;15;105;0;3;9;2019;1;2;2;1;2;1;39;2;2;HARINA NORMAL
100;15,5;1550;1;3;9;2019;1;2;2;1;1;1;113;2;2;MAIZ AMARILLO NACIONAL
45;16;720;0;3;9;2019;1;2;2;1;2;1;3;1;2;HARINA NORMAL
65;16;1040;0;3;9;2019;2;1;2;1;1;3;74;1;2;MAIZ AMARILLO NACIONAL
135;17,75;2396,25;0;3;9;2019;2;1;2;1;1;3;74;1;2;MAIZ SELECTO
10;19,5;195;0;3;9;2019;2;1;2;1;1;3;74;1;2;MAIZ SELECTO FINO
40;16;640;0;3;9;2019;2;1;2;1;1;3;74;1;2;HARINA NORMAL
4;15,5;62;0;3;9;2019;1;2;2;1;1;1;105;1;2;MAIZ AMARILLO NACIONAL
1;18;18;0;3;9;2019;1;2;2;1;1;1;105;1;2;MAIZ SELECTO
5;17;85;0;3;9;2019;1;2;2;1;1;1;146;3;2;MAIZ SELECTO
12;15,25;183;0;3;9;2019;1;2;2;1;1;3;8;1;2;MAIZ AMARILLO NACIONAL
23;16,75;385,25;0;3;9;2019;1;2;2;1;1;3;8;1;2;MAIZ SELECTO
2;15;30;0;3;9;2019;1;2;2;1;1;3;8;1;2;HARINA NORMAL
30;15,25;457,5;0;3;9;2019;1;2;2;1;1;3;49;1;2;MAIZ AMARILLO NACIONAL
10;17,25;172,5;0;3;9;2019;1;2;2;1;1;3;49;1;2;MAIZ SELECTO
80;15,2;1216;0;3;9;2019;1;2;2;1;1;3;134;1;2;MAIZ AMARILLO NACIONAL
20;17;340;0;3;9;2019;1;2;2;1;1;3;134;1;2;MAIZ SELECTO
50;17;850;0;3;9;2019;1;2;2;1;1;3;3;1;2;MAIZ SELECTO
75;15,2;1140;0;3;9;2019;1;2;2;1;1;1;113;2;2;MAIZ AMARILLO NACIONAL
35;17;595;0;3;9;2019;1;2;2;1;1;3;49;3;2;MAIZ SELECTO
10;15;150;0;3;9;2019;1;2;2;1;1;3;49;3;2;HARINA NORMAL
50;15;750;0;3;9;2019;1;2;2;1;2;3;73;1;2;MAIZ AMARILLO NACIONAL
27;17;459;0;3;9;2019;1;2;2;1;1;3;3;3;2;MAIZ SELECTO
10;15;150;0;3;9;2019;1;2;2;1;1;3;3;3;2;HARINA NORMAL
19;15,25;289,75;0;3;9;2019;1;2;2;1;1;1;39;3;2;MAIZ AMARILLO NACIONAL
25;15,5;387,5;0;3;9;2019;1;2;2;1;1;3;114;1;2;MAIZ AMARILLO NACIONAL
40;14,7;588;0;3;9;2019;1;2;2;1;1;1;2;2;2;MAIZ AMARILLO NACIONAL
15;17;255;0;3;9;2019;1;2;2;1;1;1;2;2;2;MAIZ SELECTO
20;15,5;310;0;3;9;2019;1;1;2;1;1;1;15;2;2;MAIZ AMARILLO NACIONAL
10;17;170;0;3;9;2019;1;1;2;1;1;1;15;2;2;MAIZ SELECTO
8;15,5;124;0;3;9;2019;1;2;2;1;1;3;8;2;2;MAIZ AMARILLO NACIONAL
2;17;34;0;3;9;2019;1;2;2;1;1;3;8;2;2;MAIZ SELECTO
30;16,75;502,5;0;3;9;2019;1;2;2;1;1;3;3;1;2;MAIZ SELECTO
30;18;540;0;3;9;2019;2;1;2;1;1;3;54;1;1;MAIZ SELECTO
30;16,5;495;0;3;9;2019;2;1;2;1;1;3;54;1;1;MAIZ MOLIDO GRUESO
25;15,25;381,25;0;3;9;2019;1;2;2;1;2;3;84;2;2;MAIZ AMARILLO NACIONAL
80;15,5;1240;0;3;9;2019;1;1;2;1;2;3;74;1;2;MAIZ AMARILLO NACIONAL
25;17;425;0;3;9;2019;1;2;2;1;2;1;8;1;2;MAIZ SELECTO
5;17;85;0;3;9;2019;1;2;2;1;2;1;8;1;2;MAIZ SELECTO FINO
2;18;36;0;3;9;2019;1;2;2;1;1;3;105;1;2;MAIZ SELECTO
1;18;18;0;4;10;2019;1;2;2;1;1;3;113;1;1;MAIZ SELECTO
50;17;850;0;4;10;2019;1;2;2;1;2;1;115;1;2;MAIZ SELECTO
2;18;36;0;4;10;2019;1;2;2;1;1;3;8;1;2;MAIZ SELECTO
1;16;16;0;4;10;2019;1;2;2;1;1;3;8;1;2;HARINA NORMAL
65;15,5;1007,5;0;4;10;2019;1;2;2;1;1;3;15;2;2;HARINA NORMAL
12;15,25;183;0;4;10;2019;1;1;2;1;1;3;8;1;2;MAIZ AMARILLO NACIONAL
60;16,75;1005;0;4;10;2019;1;1;2;1;1;3;8;1;2;MAIZ SELECTO
20;15;300;0;4;10;2019;1;1;2;1;1;3;8;1;2;HARINA NORMAL
8;15;127,5;0;4;10;2019;1;2;2;1;1;1;8;1;2;MAIZ AMARILLO NACIONAL
4;17;68;0;4;10;2019;1;2;2;1;1;1;8;1;2;MAIZ SELECTO
37;17;629;0;4;10;2019;1;1;2;1;2;3;8;1;2;MAIZ SELECTO
25;15,25;381,25;0;4;10;2019;1;2;2;1;2;3;84;2;2;MAIZ AMARILLO NACIONAL
10;15,5;155;0;4;10;2019;1;2;2;1;2;1;105;1;2;MAIZ AMARILLO NACIONAL
4;18;72;0;4;10;2019;1;2;2;1;2;1;105;1;2;MAIZ SELECTO
3;15,5;46,5;0;4;10;2019;1;2;2;1;1;3;77;1;2;MAIZ AMARILLO NACIONAL
3;17;51;0;4;10;2019;1;2;2;1;1;3;77;1;2;MAIZ SELECTO
11;15,5;170,5;0;4;10;2019;1;2;2;3;2;3;25;1;2;MAIZ AMARILLO NACIONAL
5;17;85;0;4;10;2019;1;2;2;3;2;3;25;1;2;MAIZ SELECTO
420;15,2;6384;4;4;10;2019;1;2;2;1;2;3;3;1;2;MAIZ AMARILLO NACIONAL
80;15,2;1216;0;4;10;2019;1;1;2;1;1;1;113;2;2;MAIZ AMARILLO NACIONAL
250;15,2;3800;2;4;10;2019;1;2;2;1;1;1;115;1;2;MAIZ AMARILLO NACIONAL
40;17;680;0;4;10;2019;1;2;2;1;1;1;2;2;2;MAIZ SELECTO
10;15;150;0;4;10;2019;1;2;2;1;1;1;2;2;2;HARINA NORMAL
1;16;16;0;4;10;2019;1;2;2;1;1;1;105;1;2;HARINA NORMAL
6;15,5;93;0;4;10;2019;1;2;2;1;1;1;144;2;2;MAIZ AMARILLO NACIONAL
6;18;108;0;4;10;2019;1;2;2;1;1;1;144;2;2;MAIZ SELECTO
29;15;435;0;4;10;2019;1;2;2;1;1;1;111;1;2;MAIZ AMARILLO NACIONAL
2;17;34;0;4;10;2019;1;2;2;1;1;1;111;1;2;MAIZ SELECTO
20;17;340;0;4;10;2019;1;2;2;3;1;3;118;1;2;MAIZ SELECTO
4;15;60;0;4;10;2019;1;2;2;3;1;3;118;1;2;HARINA NORMAL
150;15,25;2287,5;1;4;10;2019;1;2;2;1;2;1;8;1;2;MAIZ AMARILLO NACIONAL
140;17;2380;0;4;10;2019;1;2;2;1;2;1;8;1;2;MAIZ SELECTO
20;17,5;350;0;4;10;2019;1;2;2;1;2;1;8;1;2;MAIZ SELECTO FINO
75;15;1125;0;4;10;2019;1;2;2;1;2;1;8;1;2;HARINA NORMAL
20;15,5;310;0;4;10;2019;1;2;2;3;1;3;132;2;2;MAIZ AMARILLO NACIONAL
5;17;85;0;4;10;2019;1;2;2;3;1;3;132;2;2;MAIZ SELECTO
40;14,4;576;0;4;10;2019;1;1;2;1;2;3;15;3;2;HARINA NORMAL
25;15,25;381,25;0;4;10;2019;1;2;2;1;2;3;84;2;2;MAIZ AMARILLO NACIONAL
10;15,2;152;0;4;10;2019;1;2;2;1;2;1;39;2;2;MAIZ AMARILLO NACIONAL
10;15;150;0;4;10;2019;1;2;2;1;2;1;39;2;2;HARINA NORMAL
25;17;425;0;4;10;2019;1;2;2;1;2;1;8;1;2;MAIZ SELECTO
15;17;255;0;4;10;2019;1;2;2;1;2;1;8;1;2;MAIZ SELECTO
10;17;170;0;4;10;2019;1;2;2;1;2;1;8;1;2;MAIZ SELECTO FINO
5;15;75;0;4;10;2019;1;2;2;1;2;1;8;1;2;HARINA NORMAL
15;15,2;228;0;4;10;2019;1;2;2;3;1;3;118;1;2;MAIZ AMARILLO NACIONAL
15;17;255;0;4;10;2019;1;2;2;3;1;3;118;1;2;MAIZ SELECTO
65;15,5;1007,5;0;4;10;2019;1;2;2;1;1;3;15;2;2;HARINA NORMAL
8;15;120;0;4;10;2019;1;2;2;1;1;1;8;1;2;MAIZ AMARILLO NACIONAL
4;17;76,5;0;4;10;2019;1;2;2;1;1;1;8;1;2;MAIZ SELECTO
52;17;884;0;4;10;2019;1;2;2;1;2;3;8;1;2;MAIZ SELECTO
1;15,5;15,5;0;4;10;2019;1;2;2;1;1;3;113;1;1;MAIZ AMARILLO NACIONAL
8;15,3;122,4;0;4;10;2019;1;2;2;1;1;3;8;2;2;MAIZ AMARILLO NACIONAL
7;17;119;0;4;10;2019;1;2;2;1;1;3;8;2;2;MAIZ SELECTO
14;15,2;212,8;0;4;10;2019;1;2;2;3;1;3;118;1;2;MAIZ AMARILLO NACIONAL
12;17;204;0;4;10;2019;1;2;2;3;1;3;118;1;2;MAIZ SELECTO
3;15,2;45,6;0;4;10;2019;1;2;2;3;1;3;118;1;2;HARINA NORMAL
15;15,2;228;0;4;10;2019;1;1;2;1;1;3;15;2;2;MAIZ AMARILLO NACIONAL
1;18;18;0;4;10;2019;1;1;2;1;1;3;15;2;2;MAIZ SELECTO
1;16;16;0;4;10;2019;1;1;2;1;1;3;15;2;2;HARINA NORMAL
1;18;18;0;4;10;2019;1;2;2;1;1;1;8;1;2;MAIZ SELECTO
1;16;16;0;4;10;2019;1;2;2;1;1;1;105;1;2;HARINA NORMAL
6;15,5;93;0;4;10;2019;1;2;2;1;1;1;144;2;2;MAIZ AMARILLO NACIONAL
6;18;108;0;4;10;2019;1;2;2;1;1;1;144;2;2;MAIZ SELECTO
100;15,2;1520;1;4;10;2019;1;1;2;1;1;1;113;2;2;MAIZ AMARILLO NACIONAL
48;17;816;0;4;10;2019;1;2;2;1;2;3;8;1;2;MAIZ SELECTO
4;17,5;70;0;4;10;2019;1;2;2;1;1;3;49;1;2;MAIZ SELECTO FINO
10;16;160;0;4;10;2019;1;2;2;1;1;3;49;1;2;HARINA NORMAL
15;15;225;0;4;10;2019;1;2;2;1;1;3;8;1;2;MAIZ AMARILLO NACIONAL
8;18;144;0;4;10;2019;1;2;2;1;1;3;8;1;2;MAIZ SELECTO
2;15,5;31;0;4;10;2019;1;2;2;1;1;3;77;1;2;MAIZ AMARILLO NACIONAL
2;17;34;0;4;10;2019;1;2;2;1;1;3;77;1;2;MAIZ SELECTO
25;15,25;381,25;0;4;10;2019;1;2;2;1;2;3;84;2;2;MAIZ AMARILLO NACIONAL
25;17;425;0;4;10;2019;1;2;2;1;2;3;134;2;2;MAIZ SELECTO
200;15,8;3160;2;4;10;2019;1;1;2;1;1;3;74;1;2;MAIZ AMARILLO NACIONAL
30;17,75;532,5;0;4;10;2019;1;1;2;1;1;3;74;1;2;MAIZ SELECTO
20;16;320;0;4;10;2019;1;1;2;1;1;3;74;1;2;HARINA NORMAL
30;15,2;456;0;4;10;2019;1;1;2;1;1;3;114;1;2;MAIZ AMARILLO NACIONAL
4;15,5;62;0;4;10;2019;1;2;2;1;1;3;8;1;2;MAIZ AMARILLO NACIONAL
120;17;2040;0;4;10;2019;1;1;2;1;2;1;8;1;2;MAIZ SELECTO
21;17;357;0;4;10;2019;1;2;2;3;1;3;105;2;2;MAIZ SELECTO
12;14,7;176,4;0;4;10;2019;1;2;2;1;1;1;2;2;2;MAIZ AMARILLO NACIONAL
40;17;680;0;4;10;2019;1;2;2;1;1;1;2;2;2;MAIZ SELECTO
30;15;450;0;4;10;2019;1;2;2;1;1;3;114;1;2;MAIZ AMARILLO NACIONAL
20;15,2;304;0;4;10;2019;1;2;2;3;1;3;118;1;2;MAIZ AMARILLO NACIONAL
15;17;255;0;4;10;2019;1;2;2;3;1;3;118;1;2;MAIZ SELECTO
4;15,2;60,8;0;4;10;2019;1;2;2;3;1;3;118;1;2;HARINA NORMAL
4;18;72;0;4;10;2019;1;2;2;1;1;3;8;1;2;MAIZ SELECTO
39;15,5;601,4;0;4;10;2019;1;2;2;1;1;1;15;1;2;MAIZ AMARILLO NACIONAL
29;15,5;451,05;0;4;10;2019;1;2;2;1;1;1;15;1;2;HARINA NORMAL
80;15,5;1240;0;4;10;2019;1;1;2;1;1;3;39;1;2;MAIZ AMARILLO NACIONAL
8;17;136;0;4;10;2019;1;1;2;1;1;3;39;1;2;MAIZ SELECTO
25;16;400;0;4;10;2019;1;1;2;1;1;3;39;1;2;HARINA NORMAL
10;15,5;155;0;4;10;2019;1;2;2;1;1;1;105;3;2;MAIZ AMARILLO NACIONAL
4;17;68;0;4;10;2019;1;2;2;1;1;1;105;3;2;MAIZ SELECTO
306;15,9;4865,4;0;4;10;2019;2;2;2;1;1;3;40;1;2;HARINA NORMAL
30;17;510;0;4;10;2019;1;2;2;1;2;3;74;1;2;MAIZ SELECTO
6;15,5;93;0;4;10;2019;1;2;2;1;1;1;144;2;2;MAIZ AMARILLO NACIONAL
2;18;36;0;4;10;2019;1;2;2;1;1;1;144;2;2;MAIZ SELECTO
1;18;18;0;4;10;2019;1;2;2;1;1;1;105;1;2;MAIZ SELECTO
110;15;1650,15;1;4;10;2019;1;2;2;1;1;3;98;1;2;MAIZ AMARILLO NACIONAL
1;18;9,9;0;4;10;2019;1;2;2;1;1;3;98;1;2;MAIZ SELECTO
5;17;85;0;4;10;2019;1;2;2;1;1;3;98;1;2;MAIZ SELECTO
20;14,5;290;0;4;10;2019;1;2;2;1;1;3;98;1;2;MAIZ MOLIDO GRUESO
10;18;180;0;4;10;2019;1;2;2;1;2;3;118;2;2;MAIZ SELECTO
83;18;1497,6;0;4;10;2019;2;1;2;1;1;3;54;1;1;MAIZ SELECTO
17;19;319,2;0;4;10;2019;2;1;2;1;1;3;54;1;1;MAIZ SELECTO FINO
25;16,5;412,5;0;4;10;2019;2;1;2;1;1;3;54;1;1;MAIZ MOLIDO GRUESO
25;16;400;0;4;10;2019;2;1;2;1;1;3;54;1;1;HARINA NORMAL
20;16,5;330;0;4;10;2019;2;2;2;1;1;1;18;1;2;MAIZ MOLIDO GRUESO
130;15;1950;1;4;10;2019;1;2;2;1;1;3;3;1;2;MAIZ AMARILLO NACIONAL
20;17;340;0;4;10;2019;1;2;2;1;1;3;3;1;2;MAIZ SELECTO
73;18;1309,5;0;4;10;2019;2;2;2;1;2;3;60;1;2;MAIZ SELECTO
68;16;1080;0;4;10;2019;2;2;2;1;2;3;60;1;2;HARINA NORMAL
30;17;510;0;4;10;2019;1;2;2;1;1;3;8;2;2;MAIZ SELECTO
1;15,5;15,5;0;4;10;2019;1;2;1;1;2;3;105;1;2;MAIZ AMARILLO NACIONAL
0,5;18;9;0;4;10;2019;1;2;1;1;2;3;105;1;2;MAIZ SELECTO
2;12;24;0;4;10;2019;1;2;1;1;2;3;105;1;2;SISCO
0,5;16;8;0;4;10;2019;1;2;1;1;2;3;105;1;2;HARINA NORMAL
50;16;800;0;4;10;2019;1;2;2;1;2;1;3;1;2;HARINA NORMAL
59;15;882;0;4;10;2019;1;1;2;1;1;3;28;1;2;MAIZ AMARILLO NACIONAL
42;17;714;0;4;10;2019;1;1;2;1;1;3;28;1;2;MAIZ SELECTO
43;15;645;0;4;10;2019;1;1;2;1;1;3;28;1;2;HARINA NORMAL
4;17;76,5;0;4;10;2019;1;2;2;1;1;1;8;1;2;MAIZ SELECTO
110;16;1760;1;4;10;2019;2;1;2;1;1;3;54;1;1;MAIZ AMARILLO NACIONAL
130;18;2340;0;4;10;2019;2;1;2;1;1;3;54;1;1;MAIZ SELECTO
60;16,5;990;0;4;10;2019;2;1;2;1;1;3;54;1;1;MAIZ MOLIDO GRUESO
10;16;160;0;4;10;2019;2;1;2;1;1;3;54;1;1;HARINA NORMAL
10;15,2;152;0;4;10;2019;1;2;2;1;2;1;39;2;2;MAIZ AMARILLO NACIONAL
5;17;85;0;4;10;2019;1;2;2;1;2;1;39;2;2;MAIZ SELECTO
12;15;180;0;4;10;2019;1;2;2;1;2;1;39;2;2;HARINA NORMAL
20;17;340;0;4;10;2019;1;2;2;1;1;1;3;2;2;MAIZ SELECTO
9;14,5;135;0;4;10;2019;1;2;2;1;1;1;3;2;2;MAIZ MOLIDO GRUESO
9;16;140,8;0;4;10;2019;1;2;2;1;1;1;3;2;2;HARINA NORMAL
60;16;960;0;4;10;2019;2;2;2;1;1;3;5;1;2;MAIZ AMARILLO NACIONAL
30;18;540;0;4;10;2019;2;2;2;1;1;3;5;1;2;MAIZ SELECTO
250;15,5;3875;2;4;10;2019;1;2;2;1;1;1;64;1;2;MAIZ AMARILLO NACIONAL
30;16,75;502,5;0;4;10;2019;1;2;2;1;1;3;8;1;2;MAIZ SELECTO
20;15,5;310;0;4;10;2019;1;2;2;3;1;3;118;1;2;MAIZ AMARILLO NACIONAL
18;17;306;0;4;10;2019;1;2;2;3;1;3;118;1;2;MAIZ SELECTO
5;15,2;76;0;4;10;2019;1;2;2;3;1;3;118;1;2;HARINA NORMAL
60;15;900;0;4;10;2019;1;2;2;3;1;1;77;2;2;MAIZ AMARILLO NACIONAL
40;17;680;0;4;10;2019;1;2;2;3;1;1;77;2;2;MAIZ SELECTO
20;15;300;0;4;10;2019;1;2;2;3;1;1;77;2;2;HARINA NORMAL
25;15;375;0;4;10;2019;1;2;2;1;1;1;111;1;2;MAIZ AMARILLO NACIONAL
1;17;17;0;4;10;2019;1;2;2;1;1;1;111;1;2;MAIZ SELECTO
10;15,25;152,5;0;4;10;2019;1;2;2;1;1;1;144;1;2;MAIZ AMARILLO NACIONAL
2;17;34;0;4;10;2019;1;2;2;1;1;1;144;1;2;MAIZ SELECTO
25;19,5;496,86;0;4;10;2019;2;1;2;1;1;3;74;1;2;MAIZ SELECTO
200;18;3600;0;4;10;2019;2;1;2;1;1;3;74;1;2;MAIZ SELECTO
25;16;400;0;4;10;2019;2;1;2;1;1;3;74;1;2;HARINA NORMAL
6;15,5;93;0;4;10;2019;1;2;2;3;1;3;8;3;2;MAIZ AMARILLO NACIONAL
7;17;119;0;4;10;2019;1;2;2;3;1;3;8;3;2;MAIZ SELECTO
2;15,2;30,4;0;4;10;2019;1;2;2;3;1;3;8;3;2;HARINA NORMAL
30;18;540;0;4;10;2019;2;1;2;1;1;3;50;1;2;MAIZ SELECTO
40;15;600;0;4;10;2019;1;2;2;1;1;3;3;1;2;HARINA NORMAL
13;16;209,6;0;4;10;2019;2;2;2;1;1;3;110;2;2;HARINA NORMAL
80;15,2;1216;0;4;10;2019;1;2;2;3;1;3;49;1;2;MAIZ AMARILLO NACIONAL
40;17,5;700;0;4;10;2019;1;2;2;3;1;3;49;1;2;MAIZ SELECTO
5;18;90;0;4;10;2019;2;2;2;1;1;3;49;1;2;MAIZ SELECTO
5;16;80;0;4;10;2019;2;2;2;1;1;3;49;1;2;MAIZ MOLIDO GRUESO
55;17,8;979;0;4;10;2019;2;1;2;1;1;3;39;1;2;MAIZ SELECTO
5;19;95;0;4;10;2019;2;1;2;1;1;3;39;1;2;MAIZ SELECTO FINO
70;15,8;1106;0;4;10;2019;2;1;2;1;1;3;39;1;2;HARINA NORMAL
85;15,3;1300,5;0;4;10;2019;1;2;2;1;1;3;3;1;2;MAIZ AMARILLO NACIONAL
26;17;442;0;4;10;2019;1;2;2;1;1;3;3;1;2;MAIZ SELECTO
10;15;150;0;4;10;2019;1;2;2;1;1;3;3;1;2;HARINA NORMAL
350;15,5;5425;3;4;10;2019;1;1;2;1;2;1;74;2;2;MAIZ AMARILLO NACIONAL
35;14,6;511;0;4;10;2019;1;2;2;1;1;1;2;2;2;MAIZ AMARILLO NACIONAL
10;17;170;0;4;10;2019;1;2;2;1;1;1;2;2;2;MAIZ SELECTO
5;15;75;0;4;10;2019;1;2;2;1;1;1;2;2;2;HARINA NORMAL
50;15,2;760;0;4;10;2019;1;2;2;1;1;1;113;2;2;MAIZ AMARILLO NACIONAL
40;15,5;620;0;4;10;2019;1;2;2;1;1;1;74;1;2;MAIZ AMARILLO NACIONAL
5;17;85;0;4;10;2019;1;2;2;1;1;1;74;1;2;MAIZ SELECTO
10;17;170;0;4;10;2019;1;2;2;1;1;1;39;3;2;MAIZ SELECTO
15;18;270;0;4;10;2019;1;2;2;1;1;1;150;1;2;MAIZ AMARILLO NACIONAL
10;17;170;0;4;10;2019;1;2;2;1;1;3;49;1;2;MAIZ SELECTO
100;16,75;1675;0;4;10;2019;1;2;2;1;1;3;125;1;2;MAIZ SELECTO
13;15,2;200;0;4;10;2019;1;2;2;1;1;3;114;1;2;MAIZ AMARILLO NACIONAL
2;15,2;28;0;4;10;2019;1;1;2;1;1;3;114;1;2;MAIZ AMARILLO NACIONAL
11;18;198;0;4;10;2019;1;2;2;1;1;3;8;3;2;MAIZ SELECTO
7;15,5;108,5;0;4;10;2019;1;2;2;1;2;1;50;2;2;MAIZ AMARILLO NACIONAL
3;18;54;0;4;10;2019;1;2;2;1;2;1;50;2;2;MAIZ SELECTO
3;15,5;46,5;0;4;10;2019;1;2;2;1;2;1;50;2;2;MAIZ AMARILLO NACIONAL
2;18;36;0;4;10;2019;1;2;2;1;2;1;50;2;2;MAIZ SELECTO
2;15,5;31;0;4;10;2019;1;2;2;1;1;3;77;1;2;MAIZ AMARILLO NACIONAL
3;17;51;0;4;10;2019;1;2;2;1;1;3;77;1;2;MAIZ SELECTO
12;15,5;186;0;4;10;2019;1;2;2;1;1;3;81;2;2;MAIZ AMARILLO NACIONAL
1;18;18;0;4;10;2019;1;2;2;1;1;3;81;2;2;MAIZ SELECTO
1;14,7;14,7;0;4;10;2019;1;2;2;1;1;3;81;2;2;MAIZ MOLIDO GRUESO
4;16;64;0;4;10;2019;1;2;2;1;1;3;81;2;2;HARINA NORMAL
5;15,5;77,5;0;4;10;2019;1;2;2;1;2;3;8;2;2;MAIZ AMARILLO NACIONAL
5;18;90;0;4;10;2019;1;2;2;1;2;3;8;2;2;MAIZ SELECTO
2;16;32;0;4;10;2019;1;2;2;1;2;3;8;2;2;HARINA NORMAL
5;17;85;0;4;10;2019;1;2;2;3;2;3;25;1;2;MAIZ SELECTO
5;14,9;74,5;0;4;10;2019;1;2;2;1;2;1;8;1;2;MAIZ AMARILLO NACIONAL
30;17;510;0;4;10;2019;1;2;2;1;2;1;8;1;2;MAIZ SELECTO
97;16,5;1600,5;0;4;10;2019;2;1;2;3;1;3;113;1;2;MAIZ MOLIDO GRUESO
30;15;450;0;4;10;2019;1;2;2;1;1;1;81;2;2;MAIZ AMARILLO NACIONAL
1;16;16;0;4;10;2019;1;2;2;1;1;1;81;2;2;HARINA NORMAL
22;15;330;0;4;10;2019;1;2;2;1;1;3;140;2;2;MAIZ AMARILLO NACIONAL
46;15,5;713;0;4;10;2019;1;2;2;1;1;3;15;2;2;HARINA NORMAL
30;15,5;465;0;4;10;2019;1;1;2;1;1;3;15;2;2;HARINA NORMAL
20;17;340;0;4;10;2019;1;2;2;1;1;1;50;1;2;MAIZ SELECTO
4;15,5;62;0;4;10;2019;1;2;2;1;1;1;105;1;2;MAIZ AMARILLO NACIONAL
2;18;36;0;4;10;2019;1;2;2;1;1;1;105;1;2;MAIZ SELECTO
