Cantidad;PrecioUnitario;Total;NumeroBultos;Trimestre;Mes;Anio;Establecimiento;FormaPago;Discapacidad;EstadoContribuyente;Género;EstadoCivil;Ciudad;Instruccion;TipoPersona;Producto (Etiqueta)
120;15,5;1860;1;2;6;2021;1;2;2;1;2;3;49;1;2;MAIZ AMARILLO NACIONAL
40;18,5;740;0;2;6;2021;1;2;2;1;2;3;49;1;2;MAIZ SELECTO
49;15,5;758,88;0;2;6;2021;1;2;2;1;1;4;38;1;2;MAIZ AMARILLO NACIONAL
80;18,5;1480;0;2;6;2021;1;2;2;1;1;4;38;1;2;MAIZ SELECTO
2;20;40;0;2;6;2021;1;2;2;1;1;4;38;1;2;MAIZ MOLIDO GRUESO
196;15,5;3040,02;1;2;6;2021;1;2;2;1;1;1;146;1;2;MAIZ AMARILLO NACIONAL
65;15;975;0;2;6;2021;1;2;1;1;2;4;49;1;2;HARINA NORMAL
150;15,8;2370;1;2;6;2021;1;2;2;1;2;1;8;1;2;MAIZ AMARILLO NACIONAL
150;18;2700;0;2;6;2021;1;2;2;1;2;1;8;1;2;MAIZ SELECTO
150;15,5;2325;1;2;6;2021;1;2;2;1;2;3;49;1;2;MAIZ AMARILLO NACIONAL
10;15;150;0;2;6;2021;1;2;2;1;2;3;49;1;2;HARINA NORMAL
396;16;6338,56;3;2;6;2021;1;2;2;1;1;1;146;1;2;MAIZ AMARILLO NACIONAL
60;18;1080;0;2;6;2021;1;2;2;1;2;3;8;1;2;MAIZ SELECTO
150;18;2700;0;2;6;2021;1;1;2;1;2;4;115;3;2;MAIZ SELECTO
60;16;960;0;2;6;2021;1;2;2;1;2;1;143;1;2;MAIZ AMARILLO NACIONAL
8;15;120;0;2;6;2021;1;2;2;1;2;1;143;1;2;HARINA NORMAL
70;16,3;1141;0;2;6;2021;1;2;2;1;1;3;8;1;2;MAIZ AMARILLO NACIONAL
25;18;450;0;2;6;2021;1;2;2;1;1;3;8;1;2;MAIZ SELECTO
376;15,7;5906,34;3;2;6;2021;1;2;2;1;1;1;3;1;2;MAIZ AMARILLO NACIONAL
47;15,5;728,5;0;2;6;2021;1;2;2;1;2;1;3;2;2;MAIZ AMARILLO NACIONAL
368;15,5;5696,25;3;2;6;2021;1;2;2;1;1;1;3;1;2;MAIZ AMARILLO NACIONAL
5;18;90;0;2;6;2021;1;2;2;1;1;1;3;1;2;MAIZ SELECTO
5;14,5;72,5;0;2;6;2021;1;2;2;1;1;1;3;1;2;HARINA NORMAL
15;15,3;229,5;0;2;6;2021;1;2;2;1;2;4;144;1;2;MAIZ AMARILLO NACIONAL
20;15,5;310;0;2;6;2021;1;2;2;1;1;1;146;1;2;MAIZ AMARILLO NACIONAL
25;15,5;387,5;0;2;6;2021;1;2;2;1;1;1;146;1;2;MAIZ AMARILLO NACIONAL
25;18;450;0;2;6;2021;1;2;2;1;1;1;146;1;2;MAIZ SELECTO
55;18,5;1017,5;0;2;6;2021;1;2;2;1;1;1;146;1;2;MAIZ SELECTO
15;15;225;0;2;6;2021;1;2;2;1;1;1;146;1;2;HARINA NORMAL
20;15,5;310;0;2;6;2021;1;2;2;1;2;3;49;1;2;MAIZ AMARILLO NACIONAL
100;16;1600;1;2;6;2021;1;2;2;1;1;1;146;1;2;MAIZ AMARILLO NACIONAL
147;16,5;2431,77;1;2;6;2021;1;2;2;1;1;1;146;1;2;MAIZ AMARILLO NACIONAL
141;15,5;2180,08;1;2;6;2021;1;2;2;1;2;3;49;1;2;MAIZ AMARILLO NACIONAL
20;18,5;370;0;2;6;2021;1;2;2;1;2;3;49;1;2;MAIZ SELECTO
50;15,5;775;0;2;6;2021;1;2;2;1;1;2;139;2;2;MAIZ AMARILLO NACIONAL
30;18,5;555;0;2;6;2021;1;2;2;1;1;2;139;2;2;MAIZ SELECTO
97;15,5;1503,5;0;2;6;2021;1;2;2;1;1;1;146;1;2;MAIZ AMARILLO NACIONAL
15;15,5;232,5;0;2;6;2021;1;1;2;1;1;1;36;2;2;MAIZ AMARILLO NACIONAL
80;16;1280;0;2;6;2021;1;1;2;1;1;1;36;2;2;MAIZ AMARILLO NACIONAL
6;19;114;0;2;6;2021;1;1;2;1;1;1;36;2;2;MAIZ SELECTO
10;18;180;0;2;6;2021;1;1;2;1;1;1;36;2;2;MAIZ SELECTO
20;14,5;290;0;2;6;2021;1;1;2;1;1;1;36;2;2;HARINA NORMAL
70;15,5;1085;0;2;6;2021;1;2;2;1;1;1;125;1;2;MAIZ AMARILLO NACIONAL
15;18;270;0;2;6;2021;1;2;2;1;1;1;125;1;2;MAIZ SELECTO
15;14,75;221,25;0;2;6;2021;1;2;2;1;1;1;125;1;2;HARINA NORMAL
19;15,5;294,5;0;2;6;2021;1;2;2;1;2;1;35;2;2;MAIZ AMARILLO NACIONAL
6;15,5;93;0;2;6;2021;1;2;2;1;2;1;35;2;2;HARINA NORMAL
100;16;1600;1;2;6;2021;1;2;2;1;1;1;108;1;2;MAIZ AMARILLO NACIONAL
100;17,75;1775;0;2;6;2021;1;2;2;1;1;3;125;1;2;MAIZ SELECTO
31;16;500;0;2;6;2021;1;2;2;1;2;1;60;1;2;MAIZ AMARILLO NACIONAL
10;16;160;0;2;6;2021;1;2;2;1;2;1;39;2;2;MAIZ AMARILLO NACIONAL
4;18;72;0;2;6;2021;1;2;2;1;2;1;39;2;2;MAIZ SELECTO
15;14,5;217,5;0;2;6;2021;1;2;2;1;2;1;39;2;2;HARINA NORMAL
130;16;2080;1;2;6;2021;1;2;2;1;1;3;6;3;2;MAIZ AMARILLO NACIONAL
8;19;152;0;2;6;2021;1;2;2;1;2;1;74;2;2;MAIZ SELECTO
150;15,5;2325;1;2;6;2021;1;2;2;1;1;3;7;1;2;MAIZ AMARILLO NACIONAL
13;18;234;0;3;7;2021;1;2;2;1;1;1;118;1;2;MAIZ SELECTO
5;15;75;0;3;7;2021;1;2;2;1;1;1;118;1;2;HARINA NORMAL
2;20;40;0;3;7;2021;1;2;2;1;1;1;118;1;2;MAIZ SELECTO VITAMINIZADO
40;16;640;0;3;7;2021;1;2;2;1;2;1;13;2;2;MAIZ AMARILLO NACIONAL
5;19;95;0;3;7;2021;1;2;2;1;2;1;13;2;2;MAIZ SELECTO
15;15,5;232,5;0;3;7;2021;1;2;2;1;2;1;13;2;2;HARINA NORMAL
230;18,5;4255;0;3;7;2021;1;2;1;1;2;2;50;1;2;MAIZ SELECTO
38;15,5;589;0;3;7;2021;1;2;2;1;2;3;8;1;2;MAIZ AMARILLO NACIONAL
57;15,5;883,5;0;3;7;2021;1;2;2;1;2;3;8;1;2;MAIZ AMARILLO NACIONAL
30;18;540;0;3;7;2021;1;2;2;1;2;3;8;1;2;MAIZ SELECTO
10;15,3;153;0;3;7;2021;1;2;2;1;2;4;144;1;2;MAIZ AMARILLO NACIONAL
6;18;108;0;3;7;2021;1;2;2;1;1;3;144;2;2;MAIZ SELECTO
10;16,5;165;0;3;7;2021;1;2;2;1;1;1;8;1;2;MAIZ AMARILLO NACIONAL
52;16;835,04;0;3;7;2021;1;2;2;1;1;1;146;1;2;MAIZ AMARILLO NACIONAL
15;16;240;0;3;7;2021;1;2;2;1;1;1;105;3;2;MAIZ AMARILLO NACIONAL
5;18;90;0;3;7;2021;1;2;2;1;1;1;105;3;2;MAIZ SELECTO
230;18,5;4255;0;3;7;2021;1;2;2;1;1;2;50;2;2;MAIZ SELECTO
130;15,75;2047,5;1;3;7;2021;1;2;2;1;1;3;6;3;2;MAIZ AMARILLO NACIONAL
50;16;800;0;3;7;2021;1;2;2;1;1;3;115;2;2;MAIZ AMARILLO NACIONAL
50;18;900;0;3;7;2021;1;2;2;1;1;3;115;2;2;MAIZ SELECTO
27;16,5;445,5;0;3;7;2021;1;2;2;1;1;3;115;2;2;MAIZ MOLIDO GRUESO
291;15,75;4583,25;2;3;7;2021;1;1;2;3;1;3;113;1;2;MAIZ AMARILLO NACIONAL
250;18,75;4687,5;0;3;7;2021;1;1;2;1;1;1;115;2;2;MAIZ SELECTO
70;20;1400;0;3;7;2021;1;1;2;1;1;1;115;2;2;MAIZ SELECTO VITAMINIZADO
40;17,75;710;0;3;7;2021;1;2;1;1;1;2;49;1;2;MAIZ SELECTO
55;16;880;0;3;7;2021;1;2;2;1;1;1;3;3;2;MAIZ AMARILLO NACIONAL
20;17;340;0;3;7;2021;1;2;2;1;2;1;39;3;2;MAIZ AMARILLO NACIONAL
60;16,5;990;0;3;7;2021;1;2;2;1;2;1;39;3;2;MAIZ AMARILLO NACIONAL
5;19;95;0;3;7;2021;1;2;2;1;2;1;39;3;2;MAIZ SELECTO
15;15,5;232,5;0;3;7;2021;1;2;2;1;2;1;39;3;2;HARINA NORMAL
69;16;1097,6;0;3;7;2021;1;2;2;1;2;1;134;2;2;MAIZ AMARILLO NACIONAL
65;18;1170;0;3;7;2021;1;2;2;1;2;1;134;2;2;MAIZ SELECTO
10;14,8;148;0;3;7;2021;1;2;2;1;2;1;134;2;2;HARINA NORMAL
10;15,5;155;0;3;7;2021;1;2;2;1;2;1;144;1;2;MAIZ AMARILLO NACIONAL
10;16;160;0;3;7;2021;1;2;2;1;2;1;144;1;2;MAIZ AMARILLO NACIONAL
5;19;95;0;3;7;2021;1;2;2;1;2;1;144;1;2;MAIZ SELECTO
10;19;190;0;3;7;2021;1;2;2;1;2;1;144;1;2;MAIZ SELECTO
5;20;100;0;3;7;2021;1;2;2;1;2;1;144;1;2;MAIZ SELECTO VITAMINIZADO
15;15,8;237;0;3;7;2021;1;2;2;1;2;4;144;1;2;MAIZ AMARILLO NACIONAL
50;14,25;712,5;0;3;7;2021;1;2;2;1;1;3;125;1;2;HARINA NORMAL
15;15;225;0;3;7;2021;1;2;2;1;1;3;146;1;2;HARINA NORMAL
18;16;288;0;3;7;2021;1;2;2;1;1;3;50;3;2;MAIZ AMARILLO NACIONAL
40;17,75;710;0;3;7;2021;1;2;2;1;2;3;49;1;2;MAIZ SELECTO
100;16;1600;1;3;7;2021;1;2;2;1;1;1;107;1;2;MAIZ AMARILLO NACIONAL
130;16,2;2106;1;3;7;2021;1;2;2;1;1;3;6;3;2;MAIZ AMARILLO NACIONAL
8;16;128;0;3;7;2021;1;2;2;1;1;1;2;2;2;MAIZ AMARILLO NACIONAL
45;18,5;832,5;0;3;7;2021;1;2;2;1;1;1;2;2;2;MAIZ SELECTO
5;16,5;82,5;0;3;7;2021;1;2;2;1;1;1;118;1;2;MAIZ AMARILLO NACIONAL
10;19,5;195;0;3;7;2021;1;2;2;1;1;1;118;1;2;MAIZ SELECTO
2;15,5;31;0;3;7;2021;1;2;2;1;1;1;118;1;2;HARINA NORMAL
5;20;100;0;3;7;2021;1;2;2;1;1;1;118;1;2;MAIZ SELECTO VITAMINIZADO
30;18,5;555;0;3;7;2021;1;2;2;1;1;1;3;1;2;MAIZ SELECTO
35;19,5;682,5;0;3;7;2021;2;3;2;1;1;3;50;1;2;MAIZ SELECTO
200;16;3200;2;3;7;2021;1;1;2;1;1;3;39;1;2;MAIZ AMARILLO NACIONAL
130;16,5;2145;1;3;7;2021;1;2;2;1;1;3;6;3;2;MAIZ AMARILLO NACIONAL
150;16;2400;1;3;7;2021;1;2;2;1;1;3;15;1;2;MAIZ AMARILLO NACIONAL
54;15;810;0;3;7;2021;1;2;2;1;1;3;15;1;2;HARINA NORMAL
15;16;240;0;3;7;2021;1;2;2;1;1;1;39;1;2;MAIZ AMARILLO NACIONAL
40;15,5;620;0;3;7;2021;1;2;2;1;1;1;39;1;2;HARINA NORMAL
5;19;95;0;3;7;2021;1;2;2;1;1;1;39;1;2;MAIZ SELECTO VITAMINIZADO
200;15,5;3100;2;3;7;2021;1;2;2;1;2;3;50;2;2;MAIZ AMARILLO NACIONAL
100;18,25;1825;0;3;7;2021;1;2;2;1;2;3;50;2;2;MAIZ SELECTO
30;16;480;0;3;7;2021;1;2;2;1;1;3;25;1;2;MAIZ AMARILLO NACIONAL
38;15,5;589;0;3;7;2021;1;2;2;1;1;3;25;1;2;MAIZ AMARILLO NACIONAL
190;16;3040;1;3;7;2021;1;2;2;1;1;3;25;1;2;MAIZ AMARILLO NACIONAL
20;15,36;307,2;0;3;7;2021;1;2;2;1;2;1;8;1;2;MAIZ AMARILLO NACIONAL
30;15,36;460,8;0;3;7;2021;1;2;2;1;2;1;8;1;2;MAIZ AMARILLO NACIONAL
100;15,36;1536;1;3;7;2021;1;2;2;1;2;1;8;1;2;MAIZ AMARILLO NACIONAL
15;18;270;0;3;7;2021;1;2;2;1;2;1;8;1;2;MAIZ SELECTO
100;18;1800;0;3;7;2021;1;2;2;1;2;1;8;1;2;MAIZ SELECTO
201;18;3626,1;0;3;7;2021;1;2;2;1;2;1;8;1;2;MAIZ SELECTO
54;18,5;1000,11;0;3;7;2021;1;2;1;1;2;2;50;1;2;MAIZ SELECTO
25;18;450;0;3;7;2021;1;2;2;3;1;3;118;1;2;MAIZ SELECTO
3;15;45;0;3;7;2021;1;2;2;3;1;3;118;1;2;HARINA NORMAL
29;16;460;0;3;7;2021;1;2;2;1;1;1;24;1;2;MAIZ AMARILLO NACIONAL
85;16;1360;0;3;7;2021;1;2;2;1;1;3;134;1;2;MAIZ AMARILLO NACIONAL
58;18,5;1073;0;3;7;2021;1;2;2;1;1;3;134;1;2;MAIZ SELECTO
500;15;7500;0;3;7;2021;1;1;2;1;1;3;136;1;2;HARINA NORMAL
56;16;896;0;3;7;2021;1;2;2;1;1;1;3;3;2;MAIZ AMARILLO NACIONAL
10;15,8;158;0;3;7;2021;1;2;2;1;2;4;144;1;2;MAIZ AMARILLO NACIONAL
295;16;4714,08;2;3;7;2021;1;2;2;1;2;1;8;1;2;MAIZ AMARILLO NACIONAL
20;16;320;0;3;7;2021;1;2;2;1;2;2;113;1;2;MAIZ AMARILLO NACIONAL
104;19;1978,28;0;3;7;2021;1;2;1;1;2;2;50;1;2;MAIZ SELECTO
15;16,5;247,5;0;3;7;2021;1;2;2;1;1;3;144;2;2;MAIZ AMARILLO NACIONAL
145;16,5;2400,09;1;3;7;2021;1;2;2;1;1;1;146;1;2;MAIZ AMARILLO NACIONAL
125;16,2;2025;1;3;7;2021;1;2;2;1;1;1;108;1;2;MAIZ AMARILLO NACIONAL
6;18,5;118,03;0;3;7;2021;1;2;2;1;1;2;50;2;2;MAIZ SELECTO
108;19;2060,17;0;3;7;2021;1;2;2;1;1;2;50;2;2;MAIZ SELECTO
2;19,5;39;0;3;7;2021;1;2;2;1;1;3;105;1;2;MAIZ SELECTO
15;18,5;277,5;0;3;7;2021;1;2;2;1;1;3;8;1;2;MAIZ SELECTO
6973;17;118539,3;69;3;7;2021;2;1;2;1;1;1;146;1;1;MAIZ AMARILLO NACIONAL
200;16,5;3300;2;3;7;2021;1;2;2;1;1;3;115;2;2;MAIZ AMARILLO NACIONAL
60;19;1140;0;3;7;2021;1;2;2;1;1;4;38;1;2;MAIZ SELECTO
13;17,5;227,5;0;3;7;2021;1;2;2;1;1;1;73;1;2;MAIZ AMARILLO NACIONAL
70;17,5;1225;0;3;7;2021;1;2;2;1;1;1;73;1;2;MAIZ AMARILLO NACIONAL
31;16,5;515,13;0;3;7;2021;1;2;2;1;2;3;73;1;2;MAIZ AMARILLO NACIONAL
230;19;4370;0;3;7;2021;1;2;2;1;1;2;50;2;2;MAIZ SELECTO
230;19;4370;0;3;7;2021;1;2;2;1;1;1;146;1;2;MAIZ SELECTO
5;20;100;0;3;7;2021;1;2;2;1;1;3;87;1;2;MAIZ SELECTO
220;18;3960;0;3;7;2021;1;2;2;1;1;3;125;1;2;MAIZ SELECTO
50;14,5;725;0;3;7;2021;1;2;2;1;1;3;125;1;2;HARINA NORMAL
130;16,5;2145;1;3;7;2021;1;2;2;1;1;3;6;3;2;MAIZ AMARILLO NACIONAL
1;17;17;0;3;7;2021;1;2;1;1;1;1;105;1;2;MAIZ AMARILLO NACIONAL
2945;17;50073,33;29;3;7;2021;2;1;2;1;1;1;153;1;2;MAIZ AMARILLO NACIONAL
2945;17;50073,33;29;3;7;2021;2;1;1;1;1;2;75;1;1;MAIZ AMARILLO NACIONAL
2;15,5;31;0;3;7;2021;1;2;2;1;1;3;8;1;2;HARINA NORMAL
60;17;1020;0;3;7;2021;1;2;2;1;1;3;134;1;2;MAIZ AMARILLO NACIONAL
70;18,5;1295;0;3;7;2021;1;2;2;1;1;3;134;1;2;MAIZ SELECTO
10;15;150;0;3;7;2021;1;2;2;1;1;3;134;1;2;HARINA NORMAL
20;20;400;0;3;7;2021;1;2;2;1;2;1;143;1;2;MAIZ SELECTO
15;17;255;0;3;7;2021;1;2;2;1;2;4;144;1;2;MAIZ AMARILLO NACIONAL
1;15;15;0;3;7;2021;1;2;2;1;2;4;144;1;2;HARINA NORMAL
130;17;2210;1;3;7;2021;1;2;2;1;1;3;6;3;2;MAIZ AMARILLO NACIONAL
29;17;494,7;0;3;7;2021;1;2;2;1;1;3;15;1;2;MAIZ AMARILLO NACIONAL
54;15;810;0;3;7;2021;1;2;2;1;1;3;15;1;2;HARINA NORMAL
200;17;3400;2;3;7;2021;2;1;2;1;1;3;74;1;2;MAIZ AMARILLO NACIONAL
250;19,25;4812,5;0;3;7;2021;2;1;2;1;1;3;74;1;2;MAIZ SELECTO
80;15,5;1240;0;3;7;2021;2;1;2;1;1;3;74;1;2;HARINA NORMAL
20;21;420;0;3;7;2021;2;1;2;1;1;3;74;1;2;MAIZ SELECTO VITAMINIZADO
10;18,5;185;0;3;7;2021;1;2;1;1;1;2;49;1;2;MAIZ SELECTO
10;15;150;0;3;7;2021;1;2;1;1;1;2;49;1;2;HARINA NORMAL
105;19;2000,02;0;3;7;2021;1;2;2;1;1;2;50;2;2;MAIZ SELECTO
10;16,5;165;0;3;7;2021;1;2;2;1;2;1;144;1;2;MAIZ AMARILLO NACIONAL
1;19;15,2;0;3;7;2021;1;2;2;1;2;1;144;1;2;MAIZ SELECTO FINO
3;15,5;46,5;0;3;7;2021;1;2;2;1;2;1;144;1;2;HARINA NORMAL
5;20;100;0;3;7;2021;1;2;2;1;2;1;144;1;2;MAIZ SELECTO VITAMINIZADO
160;17;2720;1;3;7;2021;1;2;2;1;2;4;61;2;2;MAIZ AMARILLO NACIONAL
45;17;765;0;3;7;2021;1;2;2;1;2;3;24;1;2;MAIZ AMARILLO NACIONAL
20;18;360;0;3;7;2021;1;2;2;1;1;1;118;1;2;MAIZ SELECTO
24;17;408;0;3;7;2021;1;2;1;1;2;3;113;1;2;MAIZ AMARILLO NACIONAL
265;17;4497,35;2;3;7;2021;1;1;2;1;1;1;107;3;2;MAIZ AMARILLO NACIONAL
25;17;425;0;3;7;2021;1;2;2;1;1;3;105;1;2;MAIZ AMARILLO NACIONAL
3;19,5;58,5;0;3;7;2021;1;2;2;1;1;3;105;1;2;MAIZ SELECTO
50;17,3;865;0;3;7;2021;1;1;2;1;1;3;97;3;2;MAIZ AMARILLO NACIONAL
230;16,75;3852,5;2;3;7;2021;1;1;2;1;1;3;97;3;2;MAIZ AMARILLO NACIONAL
30;15,36;460,8;0;3;7;2021;1;2;2;1;2;1;8;1;2;MAIZ AMARILLO NACIONAL
250;15,84;3960;2;3;7;2021;1;2;2;1;2;1;8;1;2;MAIZ AMARILLO NACIONAL
100;18,5;1850;0;3;7;2021;1;2;2;1;2;1;8;1;2;MAIZ SELECTO
20;14,5;290;0;3;7;2021;1;2;2;1;2;1;8;1;2;HARINA NORMAL
20;20;400;0;3;7;2021;1;2;2;1;2;1;8;1;2;MAIZ SELECTO VITAMINIZADO
30;18,5;555;0;3;7;2021;1;2;2;1;1;1;3;1;2;MAIZ SELECTO
150;18,75;2812,5;0;3;7;2021;1;2;2;1;2;3;50;2;2;MAIZ SELECTO
1;17;17;0;3;7;2021;1;2;1;1;1;1;105;1;2;MAIZ AMARILLO NACIONAL
10;16,8;168;0;3;7;2021;1;2;2;1;2;4;144;1;2;MAIZ AMARILLO NACIONAL
6;15,5;93;0;3;7;2021;1;2;2;1;1;3;50;1;1;HARINA NORMAL
74;16,15;1195,1;0;3;7;2021;1;2;2;1;2;3;49;1;2;MAIZ AMARILLO NACIONAL
72;18;1296;0;3;7;2021;1;2;2;1;2;3;49;1;2;MAIZ SELECTO
20;15;300;0;3;7;2021;1;2;2;1;2;3;49;1;2;HARINA NORMAL
3;17;48,62;0;3;7;2021;1;2;2;1;2;1;39;3;2;MAIZ AMARILLO NACIONAL
40;17;680;0;3;7;2021;1;2;2;1;2;1;39;3;2;MAIZ AMARILLO NACIONAL
5;18,5;92,5;0;3;7;2021;1;2;2;1;2;1;39;3;2;MAIZ SELECTO
5;15,5;77,5;0;3;7;2021;1;2;2;1;2;1;39;3;2;HARINA NORMAL
198;17;3374,5;1;3;7;2021;2;1;2;1;1;3;116;2;1;MAIZ AMARILLO NACIONAL
200;17;3400;2;3;8;2021;1;1;2;1;1;1;79;2;1;MAIZ AMARILLO NACIONAL
15;19,5;292,5;0;3;8;2021;1;1;2;1;1;1;79;2;1;MAIZ SELECTO
5;15,5;77,5;0;3;8;2021;1;1;2;1;1;1;79;2;1;HARINA NORMAL
50;17;850;0;3;8;2021;1;2;2;1;2;1;143;1;2;MAIZ AMARILLO NACIONAL
100;18,5;1850;0;3;8;2021;1;2;2;1;1;3;134;1;2;MAIZ SELECTO
7;14,9;104,3;0;3;8;2021;1;2;2;1;1;3;134;1;2;HARINA NORMAL
1;15,5;15,5;0;3;8;2021;1;2;2;1;1;1;105;2;2;HARINA NORMAL
130;17;2210;1;3;8;2021;1;1;2;1;1;1;36;2;2;MAIZ AMARILLO NACIONAL
10;18,5;185;0;3;8;2021;1;1;2;1;1;1;36;2;2;MAIZ SELECTO
11;19,5;214,5;0;3;8;2021;1;1;2;1;1;1;36;2;2;MAIZ SELECTO
28;14,5;406;0;3;8;2021;1;1;2;1;1;1;36;2;2;HARINA NORMAL
96;19;1821,91;0;3;8;2021;1;1;2;1;1;1;36;2;2;MAIZ SELECTO
2177;23;50073,33;0;3;8;2021;2;1;1;1;1;2;75;1;1;SOYA
20;17;340;0;3;8;2021;1;2;2;1;2;1;144;1;2;MAIZ AMARILLO NACIONAL
40;19,25;770;0;3;8;2021;1;2;2;1;1;2;39;1;2;MAIZ SELECTO
15;18,5;277,5;0;3;8;2021;1;2;2;1;1;1;3;1;2;MAIZ AMARILLO NACIONAL
10;15;150;0;3;8;2021;1;2;2;1;1;1;3;1;2;HARINA NORMAL
15;17;255;0;3;8;2021;1;2;2;1;1;3;146;1;2;MAIZ AMARILLO NACIONAL
6;18,5;111;0;3;8;2021;1;2;2;1;1;3;146;1;2;MAIZ SELECTO
250;16,32;4080;2;3;8;2021;1;2;2;1;2;1;8;1;2;MAIZ AMARILLO NACIONAL
100;18,5;1850;0;3;8;2021;1;2;2;1;2;1;8;1;2;MAIZ SELECTO
50;20;1000;0;3;8;2021;1;2;2;1;2;1;8;1;2;MAIZ SELECTO VITAMINIZADO
20;16,8;336;0;3;8;2021;1;2;2;1;2;4;144;1;2;MAIZ AMARILLO NACIONAL
1;15;15;0;3;8;2021;1;2;2;1;2;4;144;1;2;HARINA NORMAL
26;19;500,65;0;3;8;2021;1;2;2;1;1;2;50;2;2;MAIZ SELECTO
150;18,5;2775;0;3;8;2021;1;1;2;1;2;4;115;3;2;MAIZ SELECTO
50;20;1000;0;3;8;2021;1;1;2;1;2;4;115;3;2;MAIZ SELECTO FINO
45;17;765;0;3;8;2021;1;2;2;1;2;3;24;1;2;MAIZ AMARILLO NACIONAL
230;19;4370;0;3;8;2021;1;2;2;1;1;1;146;1;2;MAIZ SELECTO
8;17;136;0;3;8;2021;1;2;2;1;1;3;144;2;2;MAIZ AMARILLO NACIONAL
5;18,5;92,5;0;3;8;2021;1;2;2;1;1;3;144;2;2;MAIZ SELECTO
6;15,5;93;0;3;8;2021;1;2;1;1;1;1;144;1;2;HARINA NORMAL
50;18,25;912,5;0;3;8;2021;1;2;2;1;1;3;125;1;2;MAIZ SELECTO
3;17;51;0;3;8;2021;1;2;2;1;1;1;105;1;2;MAIZ AMARILLO NACIONAL
2;19,5;39;0;3;8;2021;1;2;2;1;1;1;105;1;2;MAIZ SELECTO
10;19,5;195;0;3;8;2021;1;2;2;1;1;4;64;3;2;MAIZ SELECTO
22;17;374;0;3;8;2021;1;2;2;1;1;1;8;2;2;MAIZ AMARILLO NACIONAL
1;19,5;19,5;0;3;8;2021;1;2;2;1;1;1;8;2;2;MAIZ SELECTO
2;15;30;0;3;8;2021;1;2;2;1;1;1;8;2;2;HARINA NORMAL
176;19;3335,07;0;3;8;2021;1;1;2;1;2;3;50;2;2;MAIZ SELECTO
130;17,3;2249;1;3;8;2021;1;2;2;1;1;3;6;3;2;MAIZ AMARILLO NACIONAL
10;18,5;185;0;3;8;2021;1;2;2;1;1;1;3;1;2;MAIZ SELECTO
40;16,75;670;0;3;8;2021;1;2;2;1;1;3;8;1;2;MAIZ AMARILLO NACIONAL
20;18,25;365;0;3;8;2021;1;2;2;1;1;3;8;1;2;MAIZ SELECTO
50;16,32;816;0;3;8;2021;1;2;2;1;2;1;8;1;2;MAIZ AMARILLO NACIONAL
150;16,32;2448;1;3;8;2021;1;2;2;1;2;1;8;1;2;MAIZ AMARILLO NACIONAL
20;18,5;370;0;3;8;2021;1;2;2;1;2;1;8;1;2;MAIZ SELECTO
150;18,5;2775;0;3;8;2021;1;2;2;1;2;1;8;1;2;MAIZ SELECTO
400;19,5;7800;0;3;8;2021;2;1;2;1;1;3;74;1;2;MAIZ SELECTO
100;15,5;1550;0;3;8;2021;2;1;2;1;1;3;74;1;2;HARINA NORMAL
50;21,5;1075;0;3;8;2021;2;1;2;1;1;3;74;1;2;MAIZ SELECTO FINO VITAMINIZADO
1;15,5;15,5;0;3;8;2021;1;2;2;1;1;3;8;1;2;HARINA NORMAL
2;17;42,5;0;3;8;2021;1;2;2;1;1;1;50;2;2;MAIZ AMARILLO NACIONAL
148;19,5;2886;0;3;8;2021;1;1;2;1;1;1;36;2;2;MAIZ SELECTO
20;18,5;370;0;3;8;2021;1;2;2;1;1;1;3;1;2;MAIZ SELECTO
10;14,75;147,5;0;3;8;2021;1;2;2;1;1;1;3;1;2;HARINA NORMAL
100;15,5;1550;0;3;8;2021;2;1;2;1;1;3;116;2;1;HARINA NORMAL
12;16,8;201,6;0;3;8;2021;1;2;2;1;2;4;144;1;2;MAIZ AMARILLO NACIONAL
50;17;850;0;3;8;2021;1;1;2;1;2;1;144;1;2;MAIZ AMARILLO NACIONAL
5;20;100;0;3;8;2021;1;1;2;1;2;1;144;1;2;MAIZ SELECTO FINO
24;19;451,95;0;3;8;2021;1;2;2;1;1;2;50;2;2;MAIZ SELECTO
5;19,5;97,5;0;3;8;2021;1;2;1;1;1;2;8;1;2;MAIZ AMARILLO NACIONAL
89;16,8;1500;0;3;8;2021;1;2;2;1;1;1;35;2;2;MAIZ AMARILLO NACIONAL
45;16,3;733,5;0;3;8;2021;1;2;2;1;2;1;8;1;2;MAIZ AMARILLO NACIONAL
25;18,5;462,5;0;3;8;2021;1;2;2;1;2;1;8;1;2;MAIZ SELECTO
1;15,5;15,5;0;3;8;2021;1;2;2;1;1;3;8;1;2;HARINA NORMAL
2;15,5;23,25;0;3;8;2021;1;2;2;1;1;3;8;1;2;HARINA NORMAL
100;15,5;1550;0;3;8;2021;1;2;2;1;1;1;105;3;2;HARINA NORMAL
8;17;136;0;3;8;2021;1;2;2;1;1;3;144;2;2;MAIZ AMARILLO NACIONAL
20;18,5;370;0;3;8;2021;1;2;2;1;1;1;3;2;2;MAIZ SELECTO
50;17;850;0;3;8;2021;1;2;2;1;1;3;134;1;2;MAIZ AMARILLO NACIONAL
80;18,5;1480;0;3;8;2021;1;2;2;1;1;3;134;1;2;MAIZ SELECTO
